form	POS
syāṅā	v.perf.part
datasā	cv.cond
(fn18a)	fol
debanaṃ	adv.place
dharmanaṃ	v.perf.past
siva	v.np
.	punc

ji	p.pers
mocānaṃ	adv.conj
vayā	v.perf.part
mocā	n
ma	neg
khu	v.impst
lā	cl.inter
.	punc

o	p.correl
yā	case.gen
mocānaṃ	adv.conj
ji	p.pers
mocā	n
ma	neg
khu	v.impst
lā	cl.inter
.	punc

dhāyāva	cv.ant
cha	num
diga	n
sa	case.loc.inan
conaṃ	v.perf.past
||	punc

thvanaṃ	adv.conj
li	cv.anter
lithumha	n
boṅāva	cv.ant
sabhānaṃ	v.perf.past
dhālaṃ	v.perf.past
.	punc

aya	n
misāja	n
na	case.erg
ji	p.pers
panisena	case.erg.h.pl
t	n
yā	case.gen
chiya	n
dhuna	v.impst
dhakaṃ	v.dhak
hātaṃ	v.perf.past
.	punc

āva	adv.temp
cha	p.pers
pani	case.abs.h.pl
kha	n
ṅane	v.n
dhuna	v.impst
.	punc

chana	p.pers
chālasā	cv.cond
nibastra	n
na	case.erg
coṅāva	cv.ant
.	punc

thva	d.dem
sabhā	n
sva	num
cākara	n
ule	v.n
chālasā	cv.cond
.	punc

chana	p.pers
kha	n
khava	v.impst
julo	v.perf.past
.	punc

ma	neg
chālasā	cv.cond
chana	p.pers
kha	v.impst
ma	neg
khu	v.impst
dhāyāva	cv.ant
.	punc

thva	d.dem
misānaṃ	adv.conj
dhālaṃ	v.perf.past
.	punc

yathya	n
julasāṃ	cl.top
chālā	n
khe	v.n
dhāsyaṃ	v.co
conaṃ	v.perf.past
.	punc

hanaṃ	adv.conj
thva	d.dem
misā	n
chabhi	n
na	case.erg
tayāva	cv.ant
ṅhethumha	n
boṅāva	cv.ant
sabhānaṃ	v.perf.past
dhālaṃ	v.perf.past
.	punc

bho	interj
misāja	n
na	case.erg
.	punc

chimi	n
kha	n
t	n
yā	case.gen
chiya	n
dhuno	v.perf.past
.	punc

cha	p.pers
niba	n
sta	n
yāṅāva	cv.ant
thva	d.dem
sabhā	n
sva	num
cākala	n
ule	v.n
chālasā	cv.cond
cha	p.pers
tyāka	n
.	punc

ma	neg
chālasā	cv.cond
cha	num
buka	n
dhāyāva	cv.ant
.	punc

chana	p.pers
lithu	n
na	case.erg
chālā	n
dhakaṃ	v.dhak
dhāyāva	cv.ant
vanaṃ	v.perf.past
.	punc

thva	d.dem
bela	n
sa	case.loc.inan
ṅhethumhanaṃ	v.perf.past
dhālaṃ	v.perf.past
.	punc

bho	interj
sabhāloka	n
.	punc

fn50	fol
pāla	n
yāya	v.n
amathya	adj
jukva	v.rel.part
data	v.perf.past
lā	cl.inter
.	punc

meba	adj
tā	cs.abs
ma	neg
du	v.impst
lā	cl.inter
.	punc

phāta	n
ile	v.n
.	punc

cika	n
na	case.erg
bāle	v.n
.	punc

ghata	n
vāle	v.n
.	punc

laṃkha	n
sa	case.loc.inan
dune	v.n
ma	neg
du	v.impst
lā	cl.inter
||	punc

āmoguli	n
jukva	v.rel.part
yāya	v.n
māla	v.perf.past
dhaka	v.dhak
dhālasā	cv.cond
.	punc

yathyanaṃ	adv.conj
ma	neg
chālā	cv.cond
.	punc

yathya	n
yāhune	v.n
dhakaṃ	v.dhak
dhālaṃ	v.perf.past
.	punc

thana	n
lithu	n
boṅāva	cv.ant
sabhānaṃ	v.perf.past
dhālaṃ	v.perf.past
.	punc

bho	interj
misāja	n
na	case.erg
.	punc

chana	p.pers
chālasā	adj
āva	adv.temp
telo	v.perf.past
dhaka	v.dhak
dhāyāva	cv.ant
.	punc

thva	d.dem
misā	n
na	case.erg
.	punc

gā	n
.	punc

la	n
na	case.erg
.	punc

janī	n
tolatāva	cv.ant
.	punc

patāsi	n
yā	case.gen
cota	n
sāle	v.n
te	v.ipv
na	case.erg
bela	n
sa	case.loc.inan
.	punc

sabhāloka	n
na	case.erg
hātaṃ	v.perf.past
.	punc

bho	interj
pāpiṣṭa	adj
nilaj	n
yā	case.gen
misā	n
.	punc

chana	p.pers
laj	n
yā	case.gen
mu	neg
mvāla	v.impst
lā	cl.inter
.	punc

chana	p.pers
patāsi	n
toya	v.n
ma	neg
te	v.ipv
.	punc

chana	p.pers
satya	adv.man
svaya	v.n
dhuna	v.impst
.	punc

chaṃ	p.pers
kha	n
ma	neg
khu	v.impst
kha	n
julo	v.perf.past
.	punc

chana	p.pers
adharma	n
julo	v.perf.past
dhakaṃ	v.dhak
hānyāva	cv.ant
.	punc

baniyā	n
bonyāva	cv.ant
hātaṃ	v.perf.past
.	punc

aya	n
baniyā	n
.	punc

āma	d.dem
laj	n
yā	case.gen
ma	neg
du	v.impst
misā	n
asatya	n
kha	n
lhāka	v.impst
misā	n
.	punc

chinaṃ	p.indef
pi	adv.dir
tiṅaṃ	v.co
choya	v.n
māla	v.perf.past
dhakaṃ	v.dhak
hānyāva	cv.ant
.	punc

pi	adv.dir
tiṅaṃ	v.co
choka	v.impst
julo	v.perf.past
||	punc

thva	d.dem
bela	n
sa	case.loc.inan
baniyā	n
yā	case.gen
che	n
sa	case.loc.inan
coṅa	v.impst
mha	cs.anim
saṃnyāsinaṃ	adv.conj
sabhā	n
sa	case.loc.inan
vanyāva	cv.ant
.	punc

babuju	n
yā	case.gen
ṅhevane	post.gen
conyāva	cv.ant
dhālaṃ	v.perf.past
.	punc

bho	interj
chi	num
babuju	n
chalapola	p.pers.pl
sena	case.erg.h
satyanaṃ	adv.man
t	n
yā	case.gen
chīka	n
.	punc

dhanya	adj
dhanya	adj
babuju	n
.	punc

thva	d.dem
baniyā	n
yā	case.gen
lithumha	n
kalāta	n
yā	case.gen
levalanaṃ	adv.man
nhuyāva	cv.ant
syāka	n
khava	v.impst
.	punc

thathiṃmha	p.correl
pāpiṣṭa	n
misā	n
.	punc

āmo	d.dem
thava	p.refl
dokha	n
yānyāva	cv.ant
ṅhethuyāta	n
pāla	n
yākamha	n
āmo	d.dem
.	punc

aya	n
babuju	n
.	punc

chalapolasye	n
na	case.erg
ji	p.pers
siva	cv.ant
lā	cl.inter
.	punc

ma	neg
siva	v.np
lā	cl.inter
.	punc

ji	p.pers
juyi	v.n
chalapola	p.pers
yā	case.gen
putra	n
padmakeśali	n
thukā	evid
.	punc

jinaṃ	adv.conj
chalapola	p.pers
yā	case.gen
caritra	n
sola	n
(fn20)	fol
vayā	v.perf.part
dhakaṃ	v.dhak
dhāyāva	cv.ant
.	punc

babunaṃ	adv.conj
kāya	n
yā	case.gen
khvāla	n
svayāva	cv.ant
.	punc

rājā	n
bikramāditya	n
harṣamāna	adj
yāṅāva	cv.ant
conaṃ	v.perf.past
.	punc

thvanaṃ	adv.conj
li	cv.anter
baniyānaṃ	adv.conj
ṅhethumha	p.correl
kalāta	n
jvanyāva	cv.ant
thava	p.refl
che	p.pers
vanaṃ	v.perf.past
.	punc

thva	d.dem
rājā	n
naṃ	case.erg
thava	p.refl
putra	n
padmakeśali	adj
.	punc

thava	p.refl
che	p.pers
bonyāva	cv.ant
.	punc

sukhanaṃ	adv.conj
conaṃ	v.perf.past
||	punc

thathimha	p.correl
rājā	n
yā	case.gen
siṃhāsana	n
sa	case.loc.inan
cha	num
dane	v.n
ma	neg
teva	v.impst
dhakaṃ	v.dhak
.	punc

putrikā	n
cha	num
mha	cs.anim
bosye	v.n
vanaṃ	v.perf.past
||	punc

5	num.ar
||	punc

V	n.prop
.	punc

punarbāra	adv.conj
putrikā	n
cha	num
mha	cs.anim
sena	case.erg.h
dhālaṃ	v.perf.past
.	punc

bho	interj
bhojadeba	n
rājā	n
.	punc

ji	p.pers
kha	n
nehune	v.n
dhakaṃ	v.dhak
dhālaṃ	v.perf.past
.	punc

fn51	fol
thana	n
chagulī	n
nagara	n
dava	v.impst
.	punc

thva	d.dem
nagala	n
yā	case.gen
nāma	n
sīmantakapurī	n
dhāyā	v.perf.part
.	punc

(thva	cv.ant
deśa	n
yā	case.gen
rājā	n
ratnaketu	v.perf.past
.	punc

thva	d.dem
yā	case.gen
kalāta	n
yā	case.gen
nāma	n
madanābati	adj
.	punc

thva	d.dem
yā	case.gen
putra	n
ma	neg
dayāva	cv.ant
mana	n
sa	case.loc.inan
duḥkha	n
juyāva	cv.ant
.	punc

likhi	n
sake	case.loc.an
ṅeṅāva	cv.ant
mahādeba	n
tvaṃ	v.co
pūjā	n
yātaṃ	v.perf.past
.	punc

thathyanaṃ	adv.conj
mocā	n
ma	neg
du	v.impst
.	punc

cha	num
nhu	num.time
yā	case.gen
dina	n
sa	case.loc.inan
.	punc

)	n
thva	d.dem
deśa	n
yā	case.gen
oya	v.n
mali	n
cha	num
mha	cs.anim
du	v.impst
.	punc

thva	d.dem
malina	n
rājā	n
yāke	case.loc.an
bimati	n
yāka	v.impst
.	punc

bho	interj
mahārājā	n
.	punc

chiji	n
sa	case.loc.inan
ujhāna	n
sa	case.loc.inan
svāna	n
ṣuro	v.perf.past
.	punc

gathya	adv.inter
yāya	v.n
māra	v.impst
dhakaṃ	v.dhak
dhāyāva	cv.ant
rājā	n
na	case.erg
dhāraṃ	v.perf.past
.	punc

bho	interj
mali	n
.	punc

chana	p.pers
bicāra	n
yāva	v.ipv
.	punc

rātasā	cv.cond
chaṃ	p.pers
yathya	v.co
yāva	v.ipv
dhakaṃ	v.dhak
.	punc

cholarapāva	cv.ant
chotaṃ	v.perf.past
.	punc

thva	d.dem
maliṃ	adv.freq
tama	n
na	case.erg
vanaṃ	v.perf.past
.	punc

khaṅāva	cv.ant
rājā	n
nhirāva	cv.ant
conaṃ	v.perf.past
||	punc

thana	n
rātri	n
juyāva	cv.ant
rājā	n
na	case.erg
maṃtrī	n
yā	case.gen
ṅhaone	post.gen
dhālaṃ	v.perf.past
.	punc

bho	interj
buddhibara	n
.	punc

maṃtrī	n
thani	adv.temp
ji	p.pers
chi	num
ni	num
mhaṃ	cs.anim
vaṅāva	cv.ant
maliṃ	adv.freq
gathye	adv.inter
conaṃ	v.perf.past
khe	n
sola	n
vane	v.n
nuyo	v.perf.past
dhakaṃ	v.dhak
dhāyāva	cv.ant
.	punc

maṃtrīva	cv.ant
rājā	n
va	case.ass
ni	num
mha	cs.anim
vanaṃ	v.perf.past
.	punc

thana	n
tījaka	n
svavā	cv.ant
bela	n
sa	case.loc.inan
.	punc

thva	d.dem
malinaṃ	adv.conj
khu	v.impst
vara	n
haṃ	v.co
tyaṅāva	cv.ant
.	punc

barā	n
kāyāva	cv.ant
ṅhānāva	cv.ant
.	punc

rājā	n
yā	case.gen
nugara	n
sa	case.loc.inan
kayāva	cv.ant
mṛtyu	n
juraṃ	v.perf.past
.	punc

thva	d.dem
malina	n
bvāṅa	v.impst
vayāva	cv.ant
soraṅāsyam	v.perf.past
.	punc

thva	d.dem
rājā	n
sīka	v.impst
khaṅāva	cv.ant
thva	d.dem
mali	n
bisya	v.co
vanaṃ	v.perf.past
.	punc

thva	d.dem
maṃtrīnaṃ	adv.conj
thva	d.dem
maliṃ	encl
saratāva	cv.ant
bodha	n
yātaṃ	v.perf.past
.	punc

bho	interj
maliṃ	adv.freq
chana	p.pers
su	p.interrog
yā	case.gen
ṅhavane	post.gen
dhāya	v.n
ma	neg
te	v.ipv
.	punc

āva	adv.temp
chu	p.indef
yāya	v.n
.	punc

chana	p.pers
rāhātaṃ	v.perf.past
vane	v.n
māvamha	p.correl
chana	p.pers
doṣa	n
ma	neg
ṣu	v.impst
.	punc

vayā	v.perf.part
doṣanaṃ	adv.conj
vanaṃ	v.perf.past
.	punc

āva	adv.temp
cha	p.pers
thaniṃ	adv.freq
nisyaṃ	post.abs
rājā	n
yāya	v.n
dhakaṃ	v.dhak
hāṅāva	cv.ant
.	punc

sīkamha	p.correl
rājā	n
anaṃ	case.erg.h.pl
tu	cl.focus
thuṅaṃ	v.co
tāthāva	cv.ant
.	punc

thva	d.dem
maliṃ	adv.freq
thava	p.refl
che	p.pers
boṅaṃ	n
hayāva	cv.ant
.	punc

rāni	n
yāke	case.loc.an
vaṅāva	cv.ant
rānī	n
hātaṃ	v.perf.past
.	punc

bho	interj
rānī	n
sa	case.loc.inan
.	punc

chalapola	p.pers
rānī	n
juya	v.n
yalasā	cv.cond
.	punc

ji	p.pers
bacana	n
ṅava	cv.ant
.	punc

dhakaṃ	v.dhak
hātaṃ	v.perf.past
||	punc

chiji	n
sa	case.loc.inan
rājā	n
julasā	cv.cond
mhego	adv.temp
(fn19a)	fol
sito	v.perf.past
.	punc

thana	p.pers
maliyāta	n
dhāva	v.impst
kha	n
sakaleṃ	d.quant
maṃtrīnaṃ	adv.conj
rānī	n
kanaṃ	v.perf.past
.	punc

bho	interj
mahārāni	n
.	punc

jinaṃ	adv.conj
chalapola	p.pers
yāta	case.dat
svāna	n
dayakaṃ	v.perf.past
tayā	v.perf.part
.	punc

thva	d.dem
svāna	n
ṣura	n
dhāyāva	cv.ant
.	punc

rājā	n
naṃ	case.erg
dhāla	n
.	punc

chana	p.pers
lātasā	cv.cond
.	punc

syāva	cv.ant
dhakaṃ	v.dhak
cholapāva	cv.ant
chotaṃ	v.perf.past
.	punc

thana	adv.conj
rājā	n
naṃ	case.erg
li	cv.anter
boṅaṃ	v.co
yanyāva	cv.ant
.	punc

sola	n
bijyāta	v.perf.past
.	punc

thva	d.dem
malinaṃ	adv.conj
khu	v.impst
bhālapāva	cv.ant
balānaṃ	v.perf.past
kayakāva	cv.ant
syāto	v.perf.past
||	punc

āva	adv.temp
thva	d.dem
maliṃ	d.quant
rājā	n
yāya	v.n
māla	v.perf.past
.	punc

dhakaṃ	v.dhak
rānī	n
hātaṃ	v.perf.past
.	punc

rānīnāṃ	adv.conj
fn52	fol
ājñā	n
dayakalaṃ	v.perf.past
.	punc

bho	interj
maṃtrī	n
chi	num
na	case.erg
gathya	adv.inter
bhiṅa	adj
athya	adv.conj
yāva	v.ipv
dhakaṃ	v.dhak
dhāyāva	cv.ant
maṃtrīnaṃ	v.perf.past
dhālaṃ	v.perf.past
.	punc

chāna	adv.inter
dhālasā	cv.cond
.	punc

rājye	n
laṣalape	v.n
nimittinaṃ	post.abs
.	punc

thva	d.dem
kārya	n
yān	cv.ant
yā	case.gen
dhaka	v.dhak
dhāyāva	cv.ant
.	punc

thva	d.dem
maliṃ	adv.freq
kothā	n
sa	case.loc.inan
surāva	cv.ant
tala	adj
.	punc

sunuṃ	p.indef
juya	v.n
coṅe	v.n
ma	neg
dayakaṃ	v.perf.past
talaṃ	v.perf.past
||	punc

thathya	adv.man
la	n
chi	num
.	punc

ni	num
rā	cl.inter
.	punc

sva	num
rā	cl.inter
.	punc

pi	adv.dir
lā	cl.inter
.	punc

cyā	n
lā	n
vanyāva	cv.ant
.	punc

prajā	n
munyāva	cv.ant
bimati	n
yātaṃ	v.perf.past
||	punc

bho	interj
maṃtri	n
sa	case.loc.inan
ne	num
.	punc

ji	p.pers
panisa	case.gen.h.pl
rājā	n
nāpa	post.abs
lāya	v.n
gathya	adv.inter
ma	neg
dato	v.perf.past
.	punc

chāna	adv.inter
chu	p.interrog
julo	v.perf.past
.	punc

ji	p.pers
panisa	case.gen.h.pl
sukha	n
duḥkha	n
lhāya	v.n
thāsa	n
ma	neg
du	v.impst
dhakaṃ	v.dhak
prajāloka	n
nvāka	n
.	punc

thana	n
maṃtrīnaṃ	adv.conj
prajāloka	n
hātaṃ	v.perf.past
.	punc

bho	interj
prajāloka	n
pani	case.abs.h.pl
nyahune	v.n
.	punc

chiji	n
sa	case.loc.inan
rājā	n
julasā	cv.cond
.	punc

ma	neg
chiṅa	v.impst
pihā	n
ma	neg
bijyāka	v.impst
.	punc

āva	adv.temp
dina	n
svayāva	cv.ant
juko	n
pihāṃ	adv.dir
bijyāyuva	v.np
dhakaṃ	v.dhak
bodha	n
yāṅaṃ	v.co
chotaṃ	v.perf.past
.	punc

thana	n
cha	num
nhu	cs.time
yā	case.gen
dīna	n
sa	case.loc.inan
dina	n
svayāva	cv.ant
prajā	n
munakāva	cv.ant
.	punc

pasthā	n
na	case.erg
dayakalaṃ	v.perf.past
||	punc

thana	adv.conj
grāma	n
yā	case.gen
paramānato	n
sa	case.loc.inan
nāma	n
kanyāva	cv.ant
.	punc

thva	d.dem
yā	case.gen
nāma	n
thva	d.dem
thva	d.dem
dhakaṃ	v.dhak
maṃtrīnaṃ	adv.man
samastaṃ	d.quant
seṅāva	cv.ant
tava	adj
||	punc

thana	n
loka	n
na	case.erg
dhālaṃ	v.perf.past
.	punc

thva	d.dem
rājā	n
julasā	cv.cond
maliṃ	adv.freq
thya	post.abs
coṅa	v.impst
dhaka	v.dhak
thithiṃ	adv.man
nvātaṃ	v.perf.past
.	punc

gulichinaṃ	adv.conj
maliṃ	adv.freq
khava	v.impst
dhālaṃ	v.perf.past
.	punc

gulichinaṃ	adv.conj
maliṃ	adv.freq
ma	neg
khu	v.impst
.	punc

rājā	n
khava	v.impst
dhālaṃ	v.perf.past
.	punc

thathya	adv.man
prajā	n
nvān	cv.ant
yā	case.gen
cocoṃ	v.perf.past
.	punc

thva	d.dem
malinanaṃ	adv.conj
tākālaṃ	v.perf.past
rājya	n
yāka	v.impst
julo	v.perf.past
||	punc

cha	num
nhu	num.time
yā	case.gen
dīna	n
sa	case.loc.inan
thva	d.dem
malinaṃ	v.perf.past
dhāraṃ	v.perf.past
.	punc

bho	interj
maṃtri	n
chana	p.pers
ji	p.pers
gathya	adv.inter
sibā	n
ma	neg
dhāyāṃ	v.co
dhakaṃ	v.dhak
dhāraṃ	v.perf.past
.	punc

chana	p.pers
ji	p.pers
ta	case.dat
śivā	n
dhārasā	cv.cond
.	punc

ji	p.pers
rājye	n
sa	case.loc.inan
cova	cv.ant
.	punc

śivā	v.np
ma	neg
dhālasā	cv.cond
.	punc

ji	p.pers
rājye	n
sa	case.loc.inan
coṅe	v.n
ma	neg
du	v.impst
dhakaṃ	v.dhak
pi	adv.dir
tiṅāva	cv.ant
chotaṃ	v.perf.past
.	punc

thana	n
maṃtrī	n
mahāduḥkhanaṃ	v.co
vanaṃ	v.perf.past
.	punc

thana	n
samudra	n
yā	case.gen
tīra	n
sa	case.loc.inan
tilaṃ	v.perf.past
tiraṃ	v.perf.past
vanyāva	cv.ant
.	punc

tava	adj
samudra	n
sa	case.loc.inan
ati	adv.deg
bhīṅa	v.impst
caṃpasvāna	n
nasvāka	adj
khanyāva	cv.ant
.	punc

thva	d.dem
maṃtrī	n
na	case.erg
kāyāva	cv.ant
.	punc

svāna	n
cha	num
phola	n
jvanyāva	cv.ant
.	punc

punarbāra	adv.conj
ji	p.pers
maṃtrī	n
juya	v.n
dhakaṃ	v.dhak
rājā	n
yāke	case.loc.an
du	v.impst
talaṃ	v.perf.past
.	punc

thva	d.dem
svāna	n
kāyāva	cv.ant
rājā	n
naṃ	case.erg
dhāyā	v.perf.part
.	punc

gathiṃṅa	adv.inter
āścaryya	adj
*svāna	n
(fn19b)	fol
dhaka	v.dhak
bhālapāva	cv.ant
thama	p.refl
naṃ	case.erg
chutaṃ	v.perf.past
||	punc

chustunuṃ	cv.pre.ant
thva	d.dem
rājā	n
taruṇi	adj
jusyaṃ	v.co
vava	v.impst
.	punc

thana	n
rānīnaṃ	v.perf.past
dhālaṃ	v.perf.past
.	punc

bho	interj
rājā	n
sa	case.loc.inan
.	punc

chalapola	p.pers
thathiṃṅa	p.correl
taruṅi	v.impst
julo	v.perf.past
.	punc

ji	p.pers
thathiṃṅa	p.correl
jithi	adj
.	punc

ji	p.pers
julasāṃ	cl.top
.	punc

chalapola	p.pers
thyaṃ	post.abs
cona	v.impst
ke	case.loc.an
.	punc

chalapola	p.pers
na	case.erg
chunyāguli	n
svāna	n
jitaṃ	v.perf.past
kāyakala	n
chova	v.ipv
fn53	fol
dhakaṃ	v.dhak
rājā	n
yā	case.gen
ṅhevane	post.gen
dhālaṃ	v.perf.past
.	punc

thana	n
rājā	n
naṃ	case.abl
maṃtrī	n
bonakala	n
chotaṃ	v.perf.past
||	punc

thva	d.dem
rājā	n
naṃ	case.erg
maṃtrīyāta	n
dhālaṃ	v.perf.past
.	punc

bho	interj
mamtrī	n
.	punc

chana	p.pers
hayāthiṃṅa	v.impst
svāna	n
kāsyaṃ	v.co
haya	v.n
māla	v.perf.past
dhakaṃ	v.dhak
dhāyāva	cv.ant
.	punc

mahā	adj
duḥkha	n
na	case.erg
svāna	n
kāla	n
vanya	n
julo	v.perf.past
||	punc

svāna	n
kāla	n
van	v.co
yā	case.gen
bela	n
sa	case.loc.inan
maṃtrīnaṃ	v.perf.past
dhālaṃ	v.perf.past
.	punc

gathiṅa	v.impst
kautuka	adj
āścarya	adj
.	punc

thamaṃ	p.refl
yān	cv.ant
yā	case.gen
rājā	n
naṃ	case.erg
thava	p.refl
ta	case.dat
cela	n
yāka	v.impst
.	punc

gathiṃgu	n
duḥkha	n
yā	case.gen
mahimā	n
dhaka	v.dhak
dhāsyaṃ	v.co
van	v.co
yā	case.gen
bela	n
sa	case.loc.inan
parbata	n
cha	num
guli	cs.inan
lulaṃ	v.perf.past
.	punc

thva	d.dem
parbata	n
yā	case.gen
samīpa	n
sa	case.loc.inan
dahaṃ	adv.place
cha	num
guli	cs.inan
dasyaṃ	v.co
coṅa	v.impst
.	punc

thva	d.dem
daha	n
sa	case.loc.inan
mahādeba	n
cha	num
mha	cs.anim
dasyaṃ	v.co
coṅa	v.impst
.	punc

thva	d.dem
yā	case.gen
ṅhevane	post.gen
na	case.erg
na	case.erg
jyān	cv.ant
yā	case.gen
triśūla	n
cha	num
guli	cs.inan
dasyaṃ	v.co
coṅa	v.impst
.	punc

thva	d.dem
triśūla	n
sa	case.loc.inan
thva	d.dem
maliṃ	adv.freq
thavathya	p.refl
thama	p.refl
naṃ	case.erg
thasala	n
pāsyaṃ	v.co
coṅa	v.impst
.	punc

pvātha	n
na	case.erg
triśūla	n
cāyakaṃ	v.perf.past
coṅagu	adj
.	punc

thva	d.dem
maṃtrīnaṃ	adv.conj
khanyāva	cv.ant
.	punc

maṃtrī	n
kautuka	adj
cālaṃ	v.perf.past
.	punc

thva	d.dem
maliṃ	adv.freq
gathya	adv.inter
thana	adv.man
vala	v.perf.past
.	punc

bhālapāva	cv.ant
.	punc

svasyaṃ	v.co
conaṃ	v.perf.past
||	punc

thva	d.dem
bela	n
sa	case.loc.inan
ākāśa	n
na	case.erg
salatāva	cv.ant
hava	cv.ant
.	punc

bho	interj
maṃtrī	n
ji	p.pers
kha	n
ṅeva	cv.ant
dhakaṃ	v.dhak
dhālaṃ	v.perf.past
.	punc

bho	interj
chi	num
chikala	n
pani	case.abs.h.pl
su	p.interrog
juyiva	v.np
dhakaṃ	v.dhak
nyanaṃ	v.perf.past
.	punc

thana	n
mahādebanaṃ	v.perf.past
dhālaṃ	v.perf.past
.	punc

bho	interj
maṃtrī	n
ji	p.pers
lā	cl.inter
julasā	cv.cond
mahādeba	n
thukā	evid
.	punc

cha	num
chāya	adv.inter
vayā	v.perf.part
.	punc

ji	p.pers
na	case.erg
cha	p.pers
kane	v.n
ṅava	v.impst
.	punc

āmo	d.dem
maliṃ	adv.freq
ji	p.pers
ke	case.loc.an
tapas	v.co
yā	case.gen
yānyā	n
yā	case.gen
phalanaṃ	adv.man
thuguli	n
loka	n
sa	case.loc.inan
rājā	n
jula	v.perf.past
.	punc

rājāstrī	n
bhoga	n
yāto	v.perf.past
.	punc

chana	p.pers
yānyānaṃ	adv.conj
rājā	n
jula	v.perf.past
ma	neg
khu	v.impst
.	punc

cha	num
lihā	adv.dir
vanyāva	cv.ant
.	punc

thva	d.dem
malīyāta	n
śivā	cv.ant
dhāva	v.impst
.	punc

thva	d.dem
bela	n
sa	case.loc.inan
cha	num
mānya	adj
yānyaṃ	v.co
tayiva	v.np
dhakaṃ	v.dhak
ājñā	n
dayakugu	n
nenyāva	cv.ant
.	punc

thva	d.dem
maṃtrinaṃ	adv.conj
khava	v.impst
bhālapāva	cv.ant
lihā	adv.dir
vayāva	cv.ant
.	punc

caṃpasvāna	n
cha	num
phola	n
jvanyāva	cv.ant
valaṃ	v.perf.past
||	punc

thana	adv.man
che	p.pers
thyanyāva	cv.ant
thva	d.dem
rājā	n
yāke	case.loc.an
vanyāva	cv.ant
.	punc

rājā	n
tvaṃ	v.co
nāpa	post.abs
lānyāva	cv.ant
dhālaṃ	v.perf.past
.	punc

bho	interj
rājā	n
sa	case.loc.inan
jinaṃ	adv.place
yān	cv.ant
yā	case.gen
rājā	n
ma	neg
khu	v.impst
khaṃ	n
dhakaṃ	v.dhak
.	punc

thva	d.dem
daha	n
sa	case.loc.inan
coṅa	v.impst
kha	v.impst
.	punc

samastaṃ	d.quant
kanyāva	cv.ant
.	punc

*rājā	n
(fn20a)	fol
pradakṣinā	n
yānyāva	cv.ant
.	punc

bhoka	n
puvāva	cv.ant
.	punc

prārthanā	n
yānyāva	cv.ant
svāna	n
cha	num
phola	n
du	v.impst
talaṃ	v.perf.past
||	punc

thana	adv.conj
thva	d.dem
rājā	n
naṃ	case.erg
dhālaṃ	v.perf.past
.	punc

bho	interj
maṃtri	n
sa	case.loc.inan
.	punc

gathya	adv.inter
cha	p.pers
nhāpā	adv.temp
chana	p.pers
rājye	n
sa	case.loc.inan
citā	n
yān	cv.ant
yā	case.gen
.	punc

athyaṃ	v.co
yāsyaṃ	v.co
cova	v.np
dhakaṃ	v.dhak
dhālaṃ	v.perf.past
||	punc

bho	interj
rājā	n
bhojadeba	n
nyahune	v.n
.	punc

thathiṃṅa	p.correl
rājā	n
yā	case.gen
hatāla	n
sa	case.loc.inan
phunyaṃ	v.co
coṅa	v.impst
mha	cs.anim
rājā	n
yā	case.gen
siṃhāsana	n
sa	case.loc.inan
.	punc

cha	num
dane	v.n
ma	neg
te	v.ipv
dhakaṃ	v.dhak
dhāyāva	cv.ant
putrikā	n
cha	num
mha	cs.anim
bosya	v.co
vanaṃ	v.perf.past
||	punc

6	fol
||	punc
